Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
2784,19,Male,Jeans,Clothing,29,Virginia,S,Purple,Winter,4.7,Yes,Free Shipping,No,No,35,Debit Card,Annually
2785,42,Male,Blouse,Outerwear,37,Connecticut,M,Brown,Spring,4.0,No,Express,No,No,43,Venmo,Monthly
2786,50,Male,Dress,Clothing,99,Rhode Island,S,Turquoise,Spring,4.5,No,2-Day Shipping,Yes,Yes,5,Cash,Fortnightly
2787,53,Female,Sandals,Clothing,68,Indiana,M,Navy,Winter,3.4,No,Free Shipping,Yes,Yes,38,Apple Pay,Monthly
2788,48,Female,Belt,Accessories,90,Iowa,L,Coral,Summer,3.5,No,2-Day Shipping,No,No,6,Venmo,Bi-Weekly
2789,31,Male,Backpack,Clothing,49,Utah,XL,Purple,Fall,3.3,No,Free Shipping,No,No,14,PayPal,Monthly
2790,18,Male,Hat,Outerwear,38,Idaho,L,Beige,Spring,3.6,No,Standard,No,No,48,Venmo,Annually
2791,63,Male,Backpack,Clothing,74,Delaware,L,Charcoal,Spring,4.0,Yes,Ground,No,No,12,Venmo,Bi-Weekly
2792,33,Female,Backpack,Clothing,79,Kansas,L,Lavender,Fall,3.7,No,Express,No,No,50,Cash,Quarterly
2793,63,Male,Sandals,Footwear,91,South Dakota,L,Pink,Fall,4.6,No,Ground,Yes,Yes,22,Debit Card,Monthly
2794,69,Male,Boots,Clothing,100,North Dakota,XL,Black,Fall,4.8,Yes,Express,No,No,45,Debit Card,Annually
2795,20,Male,Blouse,Outerwear,40,Virginia,S,Peach,Summer,3.7,No,Free Shipping,No,No,41,Cash,Weekly
2796,52,Male,Hat,Clothing,45,Mississippi,XL,Gray,Winter,3.1,No,Express,No,No,50,Cash,Fortnightly
2797,58,Male,Coat,Clothing,47,New Hampshire,XL,Yellow,Summer,4.9,No,2-Day Shipping,Yes,Yes,4,Credit Card,Every 3 Months
2798,23,Male,Dress,Clothing,58,Kansas,XL,Olive,Summer,4.3,Yes,Express,Yes,Yes,43,Credit Card,Annually
2799,42,Male,Shirt,Clothing,52,California,XL,Charcoal,Fall,4.1,No,Express,No,No,18,PayPal,Quarterly
2800,30,Female,Shorts,Outerwear,59,California,S,Navy,Winter,4.4,No,Ground,No,No,31,Credit Card,Every 3 Months
2801,70,Male,Backpack,Clothing,48,New Jersey,L,Pink,Spring,2.7,Yes,Express,No,No,35,Credit Card,Annually
2802,51,Male,Belt,Footwear,39,Wyoming,S,Charcoal,Fall,2.7,No,Next Day Air,No,No,4,Venmo,Annually
2803,25,Male,Jacket,Accessories,39,Wyoming,S,Brown,Winter,2.9,Yes,Free Shipping,No,No,9,Venmo,Weekly
2804,38,Female,Tie,Footwear,93,California,L,Gray,Spring,2.9,No,Standard,Yes,Yes,45,Cash,Fortnightly
2805,51,Male,Shirt,Outerwear,31,Texas,S,Blue,Summer,3.6,Yes,Standard,No,No,15,Apple Pay,Every 3 Months
2806,21,Male,Scarf,Clothing,44,Illinois,XL,Beige,Winter,2.9,Yes,Next Day Air,Yes,Yes,42,Debit Card,Bi-Weekly
2807,42,Male,Shirt,Clothing,44,Ohio,XL,Lavender,Summer,4.6,No,Ground,No,No,21,PayPal,Fortnightly
2808,32,Male,Heels,Accessories,23,Wisconsin,L,Purple,Summer,3.9,No,Next Day Air,No,No,32,Credit Card,Quarterly
2809,21,Male,Gloves,Outerwear,23,Missouri,L,Peach,Winter,3.4,Yes,Standard,No,No,9,Venmo,Bi-Weekly
2810,62,Female,Shorts,Footwear,28,Wyoming,L,White,Spring,2.7,No,2-Day Shipping,No,No,48,Debit Card,Bi-Weekly
2811,29,Female,Wallet,Footwear,34,Indiana,XL,Navy,Winter,4.0,No,Standard,No,No,32,Credit Card,Fortnightly
2812,49,Male,Skirt,Clothing,45,Utah,L,Purple,Spring,2.8,Yes,Standard,Yes,Yes,16,Apple Pay,Weekly
2813,49,Male,Sweater,Clothing,98,Virginia,S,Beige,Fall,4.4,No,Free Shipping,No,No,45,Debit Card,Quarterly
2814,45,Female,Jacket,Outerwear,90,Montana,S,Turquoise,Fall,4.5,No,Standard,No,No,5,Venmo,Weekly
2815,30,Male,Watch,Footwear,51,Louisiana,M,Coral,Fall,3.9,No,Standard,Yes,Yes,42,Cash,Weekly
2816,48,Female,Handbag,Footwear,95,Maryland,M,Mint,Summer,2.9,No,Express,Yes,Yes,31,Apple Pay,Bi-Weekly
2817,31,Male,Watch,Accessories,71,North Dakota,L,Maroon,Fall,4.5,No,Next Day Air,Yes,Yes,25,Apple Pay,Annually
2818,37,Female,Scarf,Clothing,51,Connecticut,M,Silver,Summer,3.3,No,Standard,Yes,Yes,1,Credit Card,Annually
2819,35,Female,Tie,Clothing,28,Washington,XL,Silver,Spring,3.1,Yes,Standard,No,No,3,Credit Card,Annually
2820,46,Female,Sweater,Accessories,97,Georgia,XL,Silver,Winter,3.7,No,2-Day Shipping,No,No,21,PayPal,Bi-Weekly
2821,23,Male,Sneakers,Outerwear,32,Iowa,S,Yellow,Winter,4.8,No,Standard,No,No,28,Credit Card,Every 3 Months
2822,49,Male,Sweater,Footwear,75,Kentucky,S,Gold,Summer,3.2,Yes,Free Shipping,Yes,Yes,3,Venmo,Monthly
2823,46,Female,Blouse,Clothing,63,Hawaii,M,Lavender,Summer,4.8,No,Ground,No,No,42,Debit Card,Weekly
2824,60,Male,Sweater,Clothing,49,North Dakota,M,Charcoal,Summer,2.6,No,2-Day Shipping,No,No,32,Apple Pay,Fortnightly
2825,19,Male,Tie,Footwear,35,Nebraska,XL,Coral,Spring,2.7,Yes,Standard,No,No,32,Debit Card,Quarterly
2826,40,Female,Skirt,Clothing,31,Massachusetts,S,Navy,Spring,4.2,No,Ground,No,No,49,Cash,Monthly
2827,36,Female,Belt,Outerwear,93,New Mexico,M,Burgundy,Fall,3.0,No,Free Shipping,No,No,30,Apple Pay,Annually
2828,48,Female,Sweater,Accessories,85,Wyoming,XL,Beige,Fall,3.3,No,Next Day Air,No,No,50,Apple Pay,Bi-Weekly
2829,68,Male,Heels,Outerwear,37,Arkansas,S,Burgundy,Winter,2.8,No,Standard,No,No,13,Cash,Every 3 Months
2830,22,Female,T-Shirt,Clothing,32,South Dakota,XL,Peach,Fall,3.3,Yes,Next Day Air,No,No,34,Venmo,Monthly
2831,36,Female,Heels,Outerwear,43,Wisconsin,XL,Gray,Spring,,No,Standard,No,No,48,Debit Card,Bi-Weekly
2832,51,Male,T-Shirt,Clothing,31,Kentucky,S,Mint,Spring,4.3,No,2-Day Shipping,No,No,4,Apple Pay,Monthly
2833,27,Male,Backpack,Clothing,79,Wisconsin,XL,Yellow,Spring,4.3,Yes,2-Day Shipping,Yes,Yes,18,Cash,Weekly
2834,42,Male,Tie,Clothing,79,West Virginia,M,Gold,Spring,4.9,No,Ground,No,No,32,Apple Pay,Weekly
2835,19,Male,Watch,Clothing,20,Maryland,XL,Brown,Winter,4.3,No,Free Shipping,Yes,Yes,14,Cash,Bi-Weekly
2836,28,Female,Skirt,Accessories,62,Missouri,M,Blue,Winter,4.2,No,Express,No,No,32,PayPal,Fortnightly
2837,67,Male,Sunglasses,Clothing,74,South Carolina,L,Yellow,Spring,4.2,No,Ground,No,No,6,PayPal,Quarterly
2838,48,Female,Shirt,Clothing,59,Minnesota,L,Blue,Summer,4.7,No,Ground,Yes,Yes,43,Venmo,Quarterly
2839,32,Female,Skirt,Accessories,83,Iowa,L,Purple,Fall,3.2,No,Free Shipping,No,No,17,Venmo,Annually
2840,26,Male,Handbag,Clothing,53,North Carolina,XL,Black,Winter,3.3,No,Standard,No,No,8,Venmo,Fortnightly
2841,40,Female,Shirt,Outerwear,53,Maine,L,Teal,Summer,4.4,No,Next Day Air,Yes,Yes,35,Venmo,Quarterly
2842,36,Male,Handbag,Clothing,67,Iowa,L,Red,Fall,3.1,No,Next Day Air,No,No,24,Debit Card,Every 3 Months
2843,26,Female,Hat,Clothing,52,South Dakota,XL,Olive,Summer,4.8,Yes,Standard,No,No,3,Credit Card,Monthly
2844,52,Male,Blouse,Accessories,87,California,S,Pink,Spring,3.8,No,Express,Yes,Yes,17,Venmo,Monthly
2845,38,Female,Tie,Clothing,49,Kansas,XL,Green,Fall,3.3,No,Express,No,No,36,PayPal,Quarterly
2846,26,Male,Coat,Footwear,98,Vermont,M,Olive,Summer,4.4,No,Express,Yes,Yes,40,Apple Pay,Monthly
2847,45,Male,T-Shirt,Clothing,90,West Virginia,XL,Silver,Winter,3.3,No,Standard,No,No,17,Credit Card,Bi-Weekly
2848,63,Female,Handbag,Clothing,90,New York,S,Purple,Winter,4.9,No,2-Day Shipping,No,No,30,Credit Card,Monthly
2849,68,Male,Shirt,Clothing,48,Michigan,L,Silver,Winter,5.0,Yes,Ground,No,No,25,Debit Card,Bi-Weekly
2850,24,Male,Belt,Clothing,42,Texas,XL,Silver,Fall,4.2,Yes,2-Day Shipping,No,No,22,Cash,Annually
2851,33,Male,Belt,Clothing,53,New York,L,Purple,Spring,2.8,No,Standard,Yes,Yes,37,Apple Pay,Monthly
2852,33,Female,Boots,Outerwear,34,Illinois,M,Green,Spring,3.2,No,2-Day Shipping,Yes,Yes,11,Apple Pay,Bi-Weekly
2853,50,Male,Handbag,Footwear,72,Pennsylvania,S,Gray,Fall,3.8,No,Express,No,No,12,Credit Card,Quarterly
2854,21,Male,Scarf,Clothing,36,Montana,L,White,Fall,4.6,No,2-Day Shipping,Yes,Yes,21,Debit Card,Weekly
2855,21,Male,Coat,Clothing,83,Kentucky,L,Red,Spring,3.0,No,Standard,No,No,15,Debit Card,Monthly
2856,56,Male,Sneakers,Accessories,80,California,L,Gray,Winter,2.8,No,Ground,No,No,12,Debit Card,Quarterly
2857,57,Male,Wallet,Accessories,76,Wisconsin,L,Mint,Spring,,No,2-Day Shipping,Yes,Yes,22,Venmo,Monthly
2858,34,Male,Jeans,Outerwear,96,North Carolina,XL,Yellow,Spring,3.8,No,2-Day Shipping,No,No,39,Apple Pay,Every 3 Months
2859,54,Male,Scarf,Accessories,56,Nebraska,S,Peach,Summer,4.7,No,2-Day Shipping,No,No,35,Cash,Fortnightly
2860,56,Male,T-Shirt,Clothing,26,California,S,Mint,Winter,2.6,Yes,2-Day Shipping,No,No,42,Venmo,Bi-Weekly
2861,69,Male,Blouse,Clothing,27,Oregon,L,Navy,Fall,3.0,Yes,Ground,No,No,16,PayPal,Annually
2862,46,Female,Scarf,Footwear,97,Connecticut,S,Olive,Spring,4.2,No,Standard,No,No,33,Cash,Every 3 Months
2863,69,Male,Sneakers,Footwear,87,West Virginia,L,Blue,Winter,4.6,No,Free Shipping,Yes,Yes,43,Venmo,Weekly
2864,53,Male,Sandals,Footwear,40,Louisiana,M,Gold,Fall,4.5,No,2-Day Shipping,Yes,Yes,49,Cash,Bi-Weekly
2865,55,Male,Loafers,Clothing,80,New Mexico,M,Silver,Summer,4.5,Yes,Free Shipping,No,No,14,PayPal,Monthly
2866,56,Male,Backpack,Accessories,93,Colorado,M,Coral,Summer,2.8,Yes,Ground,No,No,18,Venmo,Quarterly
2867,67,Female,Dress,Outerwear,99,Alaska,S,Olive,Winter,3.5,Yes,Standard,No,No,44,Cash,Weekly
2868,54,Male,Sneakers,Clothing,94,Illinois,L,Lavender,Spring,5.0,No,Next Day Air,No,No,16,PayPal,Monthly
2869,69,Male,Shirt,Outerwear,48,Tennessee,XL,Green,Fall,5.0,No,Free Shipping,Yes,Yes,40,Apple Pay,Fortnightly
2870,52,Male,Jacket,Clothing,44,Hawaii,XL,Lavender,Winter,4.0,No,Standard,Yes,Yes,3,Debit Card,Quarterly
2871,24,Female,T-Shirt,Clothing,77,Montana,M,Blue,Summer,4.3,No,Next Day Air,Yes,Yes,43,Cash,Annually
2872,44,Male,Hat,Clothing,33,Massachusetts,M,Teal,Fall,4.9,No,2-Day Shipping,Yes,Yes,26,PayPal,Monthly
2873,45,Male,Backpack,Clothing,97,Alaska,S,Green,Fall,3.6,No,Ground,Yes,Yes,15,Apple Pay,Quarterly
2874,39,Male,Shirt,Clothing,85,South Carolina,XL,Orange,Spring,2.8,Yes,Ground,No,No,36,Debit Card,Every 3 Months
2875,31,Female,Sweater,Outerwear,73,Maryland,S,Charcoal,Summer,4.2,No,Standard,No,No,27,PayPal,Monthly
2876,24,Male,Gloves,Clothing,96,Kentucky,M,Gold,Summer,4.9,No,Express,No,No,48,Apple Pay,Annually
2877,54,Male,Sunglasses,Footwear,86,Kansas,L,White,Summer,4.2,Yes,Next Day Air,Yes,Yes,17,Apple Pay,Fortnightly
2878,39,Female,Loafers,Clothing,49,Tennessee,L,Burgundy,Fall,4.5,No,Express,No,No,14,Apple Pay,Bi-Weekly
2879,22,Female,Handbag,Clothing,37,California,L,Coral,Summer,3.6,Yes,Ground,No,No,2,Credit Card,Annually
2880,19,Male,Belt,Accessories,73,Indiana,M,Maroon,Winter,2.7,Yes,Ground,No,No,27,PayPal,Every 3 Months
2881,44,Female,Sneakers,Footwear,40,Mississippi,S,Teal,Summer,2.9,No,2-Day Shipping,Yes,Yes,47,Venmo,Annually
2882,38,Female,T-Shirt,Accessories,72,Arkansas,L,Gold,Fall,5.0,No,2-Day Shipping,Yes,Yes,24,Venmo,Annually
2883,55,Male,Watch,Accessories,35,West Virginia,XL,Gold,Summer,3.7,No,Free Shipping,No,No,40,Venmo,Bi-Weekly
2884,32,Male,Loafers,Clothing,47,Mississippi,XL,Turquoise,Summer,2.5,Yes,Ground,Yes,Yes,45,Venmo,Weekly
2885,38,Male,Belt,Clothing,23,Washington,M,Coral,Fall,4.9,No,2-Day Shipping,No,No,35,Apple Pay,Quarterly
2886,27,Female,Shirt,Accessories,74,Florida,XL,White,Summer,3.7,Yes,Free Shipping,Yes,Yes,4,Apple Pay,Monthly
2887,40,Female,Hat,Accessories,34,Arizona,XL,Silver,Spring,4.6,No,Next Day Air,No,No,26,Credit Card,Bi-Weekly
2888,56,Male,Sweater,Footwear,83,Florida,M,Turquoise,Fall,3.9,No,Express,No,No,36,Credit Card,Fortnightly
2889,22,Female,Jacket,Outerwear,84,Louisiana,S,Red,Summer,2.8,Yes,Next Day Air,No,No,4,Credit Card,Monthly
2890,18,Male,Skirt,Outerwear,35,Oklahoma,L,Mint,Spring,4.0,No,Express,No,No,34,Debit Card,Weekly
2891,30,Male,Hat,Clothing,39,Maine,M,Burgundy,Winter,5.0,No,Standard,Yes,Yes,13,Cash,Fortnightly
2892,38,Male,Handbag,Footwear,83,Mississippi,XL,Olive,Fall,2.6,No,Next Day Air,Yes,Yes,40,Venmo,Weekly
2893,43,Male,Belt,Outerwear,52,Arkansas,L,White,Summer,4.6,No,Standard,No,No,41,Cash,Monthly
2894,67,Female,Backpack,Footwear,100,Florida,L,Coral,Fall,3.1,No,Express,No,No,1,Venmo,Fortnightly
2895,62,Male,Handbag,Clothing,88,North Carolina,L,Orange,Spring,3.5,No,Ground,Yes,Yes,1,Venmo,Every 3 Months
2896,38,Female,Sunglasses,Clothing,88,Alabama,M,Burgundy,Fall,3.4,No,Ground,No,No,9,Venmo,Bi-Weekly
2897,70,Male,Tie,Clothing,77,Ohio,L,Teal,Winter,4.7,Yes,Free Shipping,No,No,11,Credit Card,Monthly
2898,35,Male,Gloves,Clothing,58,Georgia,S,Beige,Summer,3.8,No,Next Day Air,No,No,16,Apple Pay,Quarterly
2899,54,Female,Gloves,Accessories,96,Idaho,XL,Brown,Winter,3.6,Yes,Next Day Air,Yes,Yes,29,Debit Card,Weekly
2900,62,Male,Sneakers,Clothing,55,Louisiana,M,Brown,Spring,4.5,No,Free Shipping,Yes,Yes,36,Venmo,Quarterly
2901,49,Male,Jacket,Clothing,87,Indiana,M,Blue,Fall,2.6,No,Free Shipping,Yes,Yes,15,Venmo,Every 3 Months
2902,53,Male,Skirt,Clothing,40,Georgia,L,Gray,Summer,2.7,No,2-Day Shipping,No,No,39,Venmo,Every 3 Months
2903,34,Female,Shirt,Footwear,82,Georgia,XL,Mint,Summer,2.6,No,Ground,Yes,Yes,2,PayPal,Quarterly
2904,52,Male,Backpack,Footwear,25,Louisiana,L,Red,Spring,4.2,No,2-Day Shipping,Yes,Yes,10,Venmo,Monthly
2905,66,Male,Boots,Clothing,43,Mississippi,L,Navy,Spring,3.8,No,Express,No,No,49,Credit Card,Every 3 Months
2906,28,Male,Backpack,Clothing,72,Alabama,M,Peach,Fall,4.7,Yes,Ground,Yes,Yes,11,Credit Card,Monthly
2907,38,Male,Shirt,Clothing,95,New Jersey,S,Orange,Summer,3.7,No,Next Day Air,Yes,Yes,30,Cash,Annually
2908,69,Female,Hat,Footwear,97,Iowa,XL,Burgundy,Spring,3.1,No,Free Shipping,Yes,Yes,23,Apple Pay,Annually
2909,70,Male,Sweater,Clothing,69,Delaware,XL,Silver,Summer,4.5,No,Free Shipping,Yes,Yes,22,Apple Pay,Fortnightly
2910,43,Male,Skirt,Accessories,31,Ohio,XL,Burgundy,Fall,3.2,Yes,Ground,Yes,Yes,42,Credit Card,Monthly
2911,21,Male,Sandals,Footwear,75,Louisiana,XL,Charcoal,Winter,4.8,No,Standard,Yes,Yes,36,Cash,Weekly
2912,51,Male,Sweater,Clothing,34,South Dakota,S,Orange,Spring,3.1,Yes,2-Day Shipping,Yes,Yes,29,Debit Card,Monthly
2913,69,Female,Coat,Outerwear,59,Kansas,M,Orange,Fall,2.9,No,Ground,No,No,45,PayPal,Monthly
2914,65,Male,Shorts,Clothing,60,Massachusetts,S,Silver,Winter,3.7,No,Ground,No,No,32,Credit Card,Bi-Weekly
2915,35,Female,Shorts,Footwear,88,Iowa,L,Olive,Fall,2.6,No,Standard,Yes,Yes,33,Venmo,Quarterly
2916,57,Male,Scarf,Clothing,88,California,M,Purple,Spring,2.6,Yes,Free Shipping,Yes,Yes,39,Debit Card,Quarterly
2917,52,Male,Belt,Footwear,25,Vermont,S,Black,Fall,3.7,No,Next Day Air,No,No,9,Venmo,Every 3 Months
2918,58,Female,Shorts,Outerwear,86,Connecticut,XL,Olive,Summer,3.0,No,Next Day Air,Yes,Yes,1,Cash,Annually
2919,46,Male,Shirt,Accessories,52,West Virginia,XL,Charcoal,Spring,2.5,No,Standard,No,No,18,Cash,Bi-Weekly
2920,69,Female,Skirt,Clothing,62,Connecticut,M,Coral,Summer,3.2,No,2-Day Shipping,Yes,Yes,50,PayPal,Fortnightly
2921,46,Female,Belt,Clothing,40,Nebraska,S,Black,Fall,3.7,No,Express,Yes,Yes,48,Debit Card,Fortnightly
2922,55,Male,T-Shirt,Footwear,84,Missouri,M,Gray,Spring,3.5,No,Ground,No,No,22,Cash,Monthly
2923,59,Male,Handbag,Accessories,36,Michigan,XL,Black,Summer,2.8,No,Next Day Air,Yes,Yes,48,Venmo,Bi-Weekly
2924,38,Female,T-Shirt,Accessories,27,West Virginia,S,Green,Summer,3.9,Yes,Express,Yes,Yes,37,Apple Pay,Weekly
2925,59,Male,T-Shirt,Clothing,83,Illinois,XL,Turquoise,Summer,4.3,No,Ground,Yes,Yes,14,Credit Card,Quarterly
2926,30,Male,Hat,Clothing,47,Kentucky,M,Brown,Winter,4.2,No,2-Day Shipping,Yes,Yes,22,Credit Card,Weekly
2927,66,Male,T-Shirt,Footwear,32,South Dakota,M,White,Summer,3.5,No,Standard,No,No,33,Apple Pay,Bi-Weekly
2928,58,Male,Coat,Clothing,32,Utah,M,Navy,Summer,2.8,Yes,2-Day Shipping,No,No,6,Debit Card,Quarterly
2929,34,Female,Watch,Clothing,57,Illinois,M,Navy,Fall,3.7,No,Free Shipping,Yes,Yes,27,Debit Card,Bi-Weekly
2930,26,Male,Shorts,Clothing,44,Montana,M,Charcoal,Fall,4.7,No,2-Day Shipping,Yes,Yes,6,Cash,Bi-Weekly
2931,58,Male,Coat,Footwear,81,Florida,L,Orange,Fall,3.7,No,Standard,No,No,44,Credit Card,Monthly
2932,18,Male,Wallet,Accessories,42,California,M,Gray,Fall,3.0,No,Standard,No,No,50,Apple Pay,Fortnightly
2933,19,Male,Heels,Accessories,40,Rhode Island,M,Yellow,Winter,2.7,No,2-Day Shipping,No,No,41,PayPal,Bi-Weekly
2934,65,Male,Backpack,Clothing,73,North Carolina,XL,Brown,Fall,4.9,No,Ground,No,No,16,Apple Pay,Monthly
2935,46,Female,Hat,Footwear,82,Arkansas,M,Maroon,Fall,4.4,No,Standard,Yes,Yes,47,PayPal,Quarterly
2936,50,Male,Sunglasses,Accessories,49,Nevada,S,Gold,Fall,3.3,Yes,Free Shipping,No,No,2,Apple Pay,Bi-Weekly
2937,27,Female,Shirt,Clothing,94,Montana,M,Mint,Summer,3.2,Yes,Express,No,No,37,Apple Pay,Fortnightly
2938,67,Female,Dress,Footwear,87,Arkansas,L,Maroon,Winter,4.7,No,2-Day Shipping,Yes,Yes,29,Apple Pay,Weekly
2939,57,Male,Handbag,Clothing,95,Kansas,M,Teal,Fall,2.9,No,Standard,No,No,23,Apple Pay,Weekly
2940,38,Male,Wallet,Clothing,92,Oregon,XL,Burgundy,Summer,3.8,Yes,Ground,Yes,Yes,21,Apple Pay,Annually
2941,45,Male,Hat,Clothing,51,Michigan,S,Green,Spring,4.3,Yes,Ground,No,No,13,Apple Pay,Every 3 Months
2942,28,Male,Scarf,Clothing,94,Oklahoma,S,Green,Winter,3.5,No,Ground,Yes,Yes,1,PayPal,Weekly
2943,51,Female,Jeans,Footwear,43,Pennsylvania,M,Pink,Fall,2.6,No,Express,No,No,29,PayPal,Annually
2944,25,Female,T-Shirt,Clothing,26,Ohio,M,Green,Summer,3.1,Yes,Free Shipping,No,No,48,Cash,Fortnightly
2945,39,Male,Sweater,Clothing,91,Missouri,M,Peach,Spring,4.8,No,2-Day Shipping,No,No,7,Apple Pay,Monthly
2946,25,Male,Shirt,Clothing,20,Delaware,M,Red,Spring,3.8,Yes,Standard,Yes,Yes,31,Venmo,Bi-Weekly
2947,66,Female,Coat,Accessories,22,Kentucky,XL,Maroon,Summer,4.5,No,Express,No,No,45,PayPal,Bi-Weekly
2948,32,Female,Sneakers,Footwear,47,Louisiana,XL,Gray,Summer,3.9,No,Free Shipping,No,No,22,Cash,Every 3 Months
2949,34,Male,Loafers,Footwear,62,Wyoming,S,Burgundy,Winter,4.9,No,Next Day Air,Yes,Yes,16,PayPal,Monthly
2950,40,Male,Handbag,Footwear,65,Idaho,M,Turquoise,Summer,4.8,No,Standard,No,No,28,PayPal,Bi-Weekly
2951,41,Male,Gloves,Clothing,20,North Carolina,XL,Black,Fall,3.7,No,Ground,Yes,Yes,44,Apple Pay,Fortnightly
2952,62,Female,Hat,Clothing,57,Minnesota,XL,Silver,Spring,3.3,Yes,Ground,No,No,39,Venmo,Bi-Weekly
2953,36,Male,Sweater,Outerwear,54,Idaho,S,Lavender,Fall,4.0,No,Free Shipping,No,No,25,PayPal,Every 3 Months
2954,22,Male,Backpack,Clothing,93,Hawaii,S,Burgundy,Fall,4.2,Yes,Express,No,No,14,Cash,Bi-Weekly
2955,49,Male,Watch,Clothing,95,Illinois,L,Blue,Fall,3.7,No,Ground,No,No,50,Apple Pay,Fortnightly
2956,61,Male,Skirt,Outerwear,93,Ohio,XL,Coral,Spring,4.6,No,2-Day Shipping,No,No,21,Cash,Quarterly
2957,18,Male,Watch,Clothing,73,Nebraska,S,Purple,Spring,3.0,No,Express,No,No,19,Credit Card,Weekly
2958,40,Female,Heels,Clothing,43,Missouri,XL,Gray,Spring,3.3,Yes,Ground,No,No,13,Debit Card,Weekly
2959,54,Male,Jacket,Footwear,47,South Carolina,XL,White,Summer,4.2,No,2-Day Shipping,Yes,Yes,2,PayPal,Weekly
2960,25,Male,Belt,Clothing,41,Arizona,M,Yellow,Fall,3.1,No,Free Shipping,Yes,Yes,36,Apple Pay,Annually
2961,30,Male,Tie,Outerwear,35,Wisconsin,M,Charcoal,Winter,3.6,Yes,Free Shipping,Yes,Yes,14,PayPal,Weekly
2962,25,Male,Hat,Footwear,32,Missouri,M,Lavender,Summer,4.9,No,Express,Yes,Yes,34,Cash,Bi-Weekly
2963,40,Male,Jeans,Footwear,81,Vermont,M,Navy,Summer,4.1,Yes,Express,Yes,Yes,18,PayPal,Bi-Weekly
2964,60,Male,Blouse,Outerwear,62,Georgia,XL,Orange,Winter,4.9,Yes,2-Day Shipping,No,No,24,Apple Pay,Quarterly
2965,18,Male,Shirt,Clothing,97,Kentucky,L,Silver,Fall,4.3,No,Standard,Yes,Yes,30,Cash,Monthly
2966,62,Male,Sunglasses,Clothing,51,Arizona,L,Pink,Winter,4.3,No,Express,No,No,19,Credit Card,Every 3 Months
2967,68,Male,Dress,Clothing,86,Vermont,L,Teal,Spring,4.0,Yes,Ground,Yes,Yes,36,Apple Pay,Monthly
2968,41,Male,Hat,Clothing,76,Michigan,XL,Maroon,Fall,2.9,No,Standard,Yes,Yes,21,PayPal,Bi-Weekly
2969,52,Female,Tie,Accessories,84,Pennsylvania,L,Beige,Summer,3.8,No,Standard,Yes,Yes,19,Apple Pay,Annually
2970,41,Female,Tie,Outerwear,88,Indiana,XL,Teal,Spring,3.1,No,Standard,Yes,Yes,26,Apple Pay,Quarterly
2971,34,Male,Backpack,Clothing,68,Nebraska,S,Mint,Spring,5.0,No,Free Shipping,No,No,35,Credit Card,Fortnightly
2972,22,Male,Coat,Clothing,52,Tennessee,L,Silver,Summer,3.2,Yes,Free Shipping,Yes,Yes,40,Credit Card,Bi-Weekly
2973,37,Female,Blouse,Clothing,38,Maryland,XL,Coral,Winter,3.1,Yes,Standard,Yes,Yes,4,Debit Card,Monthly
2974,38,Male,Dress,Clothing,55,West Virginia,S,Brown,Spring,4.1,Yes,Standard,No,No,21,Cash,Every 3 Months
2975,57,Female,Blouse,Clothing,89,Louisiana,M,Gold,Spring,3.8,Yes,Free Shipping,No,No,3,Credit Card,Quarterly
2976,48,Female,Hat,Footwear,34,Illinois,S,Black,Fall,2.6,No,2-Day Shipping,Yes,Yes,5,Cash,Every 3 Months
2977,63,Male,Sneakers,Accessories,43,Tennessee,S,Green,Fall,2.8,No,Ground,No,No,43,Debit Card,Every 3 Months
2978,53,Male,Gloves,Outerwear,46,Colorado,L,Purple,Summer,4.5,No,Next Day Air,No,No,29,Cash,Fortnightly
2979,28,Female,Wallet,Clothing,68,Georgia,M,Silver,Summer,3.7,No,Express,No,No,19,Apple Pay,Every 3 Months
2980,69,Male,Backpack,Clothing,94,Oregon,M,Maroon,Summer,2.9,Yes,Standard,Yes,Yes,17,Debit Card,Annually
2981,32,Male,Heels,Footwear,42,New Hampshire,L,Navy,Winter,3.7,No,Free Shipping,Yes,Yes,34,PayPal,Bi-Weekly
2982,36,Male,Tie,Outerwear,52,Colorado,S,Red,Spring,3.1,Yes,Standard,No,No,20,Debit Card,Weekly
2983,24,Male,Backpack,Outerwear,60,Rhode Island,XL,Beige,Summer,3.1,No,Standard,No,No,28,Debit Card,Bi-Weekly
2984,68,Female,Sneakers,Accessories,75,Hawaii,L,Green,Fall,4.9,Yes,Standard,No,No,9,Debit Card,Quarterly
2985,45,Female,Hat,Footwear,48,West Virginia,S,Olive,Spring,3.4,No,Standard,No,No,3,Venmo,Bi-Weekly
2986,68,Female,Gloves,Footwear,50,Missouri,XL,Teal,Summer,2.6,No,2-Day Shipping,Yes,Yes,10,Credit Card,Monthly
2987,60,Male,T-Shirt,Clothing,84,Utah,L,Purple,Spring,4.9,No,Express,No,No,21,Cash,Annually
2988,22,Male,Wallet,Footwear,37,Utah,L,Orange,Spring,4.5,No,Express,No,No,41,Apple Pay,Bi-Weekly
2989,22,Male,Sandals,Clothing,25,New Jersey,M,Gold,Spring,3.1,No,Free Shipping,Yes,Yes,4,Cash,Quarterly
